IDP_WAREHOUSE_ID,IDP_AUDIT_ID,IDP_EFFECTIVE_DATE,IDP_END_DATE,IDP_DELETE_DATE,CONT_ID,MARITAL_ST_TP_CD,BIRTHPLACE_TP_CD,CITIZENSHIP_TP_CD,HIGHEST_EDU_TP_CD,AGE_VER_DOC_TP_CD,GENDER_TP_CODE,BIRTH_DT,DECEASED_DT,CHILDREN_CT,DISAB_START_DT,DISAB_END_DT,USER_IND,LAST_UPDATE_DT,LAST_UPDATE_USER,LAST_UPDATE_TX_ID,X_DECEASED_IND,X_OCCUPATION_TP_CD,X_COMPANY_TP_CD,X_EMPL_TP_CD,X_SEC_CITIZENSHIP_TP_CD,X_CITIZENSHIP_LAST_UPD_DT,X_IMPT_FMLY_NAME,X_US_ALIEN_RES_IND,X_CHILDREN_CT_CAPTURED_DT,X_RESIDENCY_TP_CD,X_SRC_SYS_LAST_UPD_DT,X_SRC_SYS_LAST_UPD_USER,X_SRC_SYS_LAST_UPD_TRANSIT,X_SRC_SYS_LAST_UPD_USER_NAME,X_INCOME_STABILITY_TP_CD
5022863470832,9064601,2023-03-08 02:27:42,,,7654883216,131865,11009,150123,150122,160002,1,2006-12-02,,0,,,N,2026-06-28 01:20:31,svc_mdm,670539087933599116,N,348828,,501,,,,N,,701,2026-06-28 01:20:31,cusadmin,6027,,170002
1215336878414,8468052,2015-12-03 18:37:10,,,8675030166,131865,11005,150123,150122,160002,2,1979-12-15,,0,,,N,2025-10-14 11:33:19,MECH,116476774594059954,N,348836,616,502,,,,N,,701,2025-10-14 11:33:19,migr8,9886,,
8983027572305,7595928,2025-03-18 19:14:28,,,2817811339,131865,,150123,150123,,2,2007-01-11,,0,,,N,2026-01-22 11:08:52,cusadmin,265469387513725087,N,348826,,504,,,,N,,701,2026-01-22 11:08:52,batchsys,1648,,
3002447523375,2655539,2024-09-30 04:40:37,2025-11-09 02:31:15,,9181583329,131865,,150123,150123,,1,2007-12-22,,0,,,N,2024-10-09 07:17:04,batchsys,318176530282197293,N,348840,,501,,,,N,,701,2024-10-09 07:17:04,cusadmin,4411,,170001
3890380791221,4045448,2025-11-09 02:31:15,,,9181583329,131865,11010,150123,150123,,1,2007-12-22,,0,,,N,2026-02-24 13:38:38,batchsys,681746839663196732,N,348840,,501,,2026-03-05 12:11:32,,N,,701,2026-02-24 13:38:38,batchsys,1626,Joseph Cooper,170002
1653558589563,5827145,2018-07-12 21:43:10,,,5286315777,131866,11010,150123,150124,160001,1,2001-04-10,,1,,,N,2022-05-01 15:27:26,migr8,246440962213802873,N,348832,,502,,,,N,2025-10-17 06:51:07,701,2022-05-01 15:27:26,batchsys,1303,,
9296423779806,4947252,2020-09-28 21:25:22,,,3976621678,131866,,150123,150123,,1,1969-07-22,,1,,,N,2022-10-05 20:10:13,MECH,480584268242777064,N,348830,,501,,,,N,2026-03-24 09:35:54,701,2022-10-05 20:10:13,cusadmin,7979,,
4923999124951,6733982,2023-01-10 20:04:24,,,3174750178,131865,,150123,150124,,1,1971-04-04,,0,,,N,2025-05-31 10:22:37,batchsys,393550925380760220,N,348824,685,501,,2023-06-14 07:34:10,,N,,702,2025-05-31 10:22:37,batchsys,5087,Lee Steele,170001
2392487801269,2479157,2006-03-11 13:36:00,2012-10-08 05:05:02,,3854378540,131865,11002,150123,,,1,1969-11-01,,0,,,N,2023-07-03 14:14:38,batchsys,722250159382472084,N,348823,,502,,,,N,,701,2023-07-03 14:14:38,cusadmin,8268,Steve Rivera,170001
1150930596362,2732594,2012-10-08 05:05:02,,,3854378540,131865,,150123,,,1,1969-11-01,,0,,,N,2022-12-14 21:22:50,batchsys,158991487955044034,N,348823,,502,150124,,,N,,701,2022-12-14 21:22:50,cusadmin,6057,,170003
4811463050146,1814261,2025-03-04 14:59:57,2026-03-17 11:41:52,,9075719797,131865,,150124,150123,,2,1973-10-15,,0,,,N,2025-05-24 12:50:28,cusadmin,830321476595701185,N,348828,,504,,,,N,,701,2025-05-24 12:50:28,migr8,7026,,
7430195225623,4377351,2026-03-17 11:41:52,,,9075719797,131865,,150123,150123,,2,1973-10-15,,0,,,N,2026-04-12 19:39:36,cusadmin,303937488029050360,N,348828,,504,,2026-06-18 15:00:39,,N,,701,2026-04-12 19:39:36,cusadmin,3348,,
4628029497852,8113004,2022-04-12 23:11:06,,,3282980559,131866,,150123,150123,160002,1,2000-02-09,,0,,,N,2026-05-07 23:11:04,batchsys,966690655995587583,N,348823,690,501,,,,N,,701,2026-05-07 23:11:04,batchsys,9947,,
3870223193078,6518792,2024-12-04 19:59:36,2026-02-24 10:08:24,,1846647667,131865,11006,150123,150123,,2,1962-04-22,,1,,,N,2025-03-24 02:43:01,batchsys,542436214316847583,N,348833,,502,,,,N,2025-05-04 11:53:28,701,2025-03-24 02:43:01,MECH,1194,,170001
3534430368361,6866270,2026-02-24 10:08:24,,,1846647667,131866,,150123,150123,,2,1962-04-22,,1,,,N,2026-05-03 02:17:15,batchsys,928262242089361655,N,348833,682,502,,2026-04-17 12:38:41,,N,2026-06-27 07:05:53,701,2026-05-03 02:17:15,cusadmin,7498,,
1100834533487,9343345,2022-05-07 21:37:14,,,4411474255,131867,,,150124,,2,1987-09-06,,0,,,N,2023-04-30 18:53:47,MECH,727625464618137631,N,348821,,501,,,,N,,701,2023-04-30 18:53:47,migr8,2007,Chelsea Lewis,
4838385222442,9947743,2001-12-11 05:37:46,,,5333422062,131865,,150123,150123,,2,1978-05-08,,0,,,N,2014-06-02 10:39:01,cusadmin,215096399864165474,N,348825,,501,,,,N,,701,2014-06-02 10:39:01,MECH,4504,Natalie Malone,
3025532663665,4683577,2022-03-12 16:44:42,,,1872800998,131867,11001,150123,150123,,1,1983-04-22,,3,,,N,2022-06-28 04:36:55,cusadmin,121809274192103920,N,348835,,501,150124,,,N,2026-03-10 09:01:32,701,2022-06-28 04:36:55,cusadmin,2129,,170003
1783023297667,3565305,2014-11-27 04:13:11,,,2861321747,131866,11008,150123,150124,160001,1,1984-02-24,,1,,,N,2022-03-12 10:19:39,batchsys,122714386191158798,N,348828,,501,,2020-03-04 02:26:15,,N,2018-11-03 10:07:30,702,2022-03-12 10:19:39,batchsys,2686,Eric Hunter,
5383963148195,7739023,2018-06-24 00:38:55,,,5777653548,131866,,150123,150122,,1,1997-08-06,,1,,,N,2019-05-04 04:21:42,cusadmin,597738602155355050,N,348826,,502,,,,N,2025-03-15 12:03:33,701,2019-05-04 04:21:42,cusadmin,9513,,170002
5223842026084,2891728,2015-02-26 21:53:01,,,9578849724,131866,,150123,150122,,2,1989-04-15,,2,,,N,2019-04-18 22:20:18,MECH,875362820841889644,N,348827,636,501,,2016-08-29 03:49:17,,N,2018-04-29 22:00:11,701,2019-04-18 22:20:18,batchsys,9510,,
3960835591324,3651415,2005-06-16 13:12:39,,,7674531694,131866,11008,150123,150125,,1,1966-02-26,,2,,,N,2011-03-25 02:53:30,svc_mdm,163635278043954990,N,348837,,501,,,,N,2016-09-25 12:49:29,701,2011-03-25 02:53:30,migr8,4001,,170001
1755033743275,4295545,2009-03-23 20:29:11,2012-05-31 03:52:42,,4297019397,131867,11005,150123,150123,,2,1974-08-02,,2,,,N,2025-08-15 04:43:55,MECH,403631383242642876,N,348828,,501,,,,N,2017-05-20 07:18:53,701,2025-08-15 04:43:55,MECH,3323,Michele Hill,170003
2137962519678,7669322,2012-05-31 03:52:42,,,4297019397,131867,,150123,150123,160003,2,1974-08-02,,2,,,N,2022-06-13 21:08:46,svc_mdm,204207086625350359,N,348828,,501,,2022-09-15 11:29:52,,N,2021-07-24 09:27:38,701,2022-06-13 21:08:46,batchsys,6744,,
6696309745846,5304980,2015-01-13 03:20:44,,,6899659645,131866,11003,150123,150122,,2,1977-04-12,,1,,,N,2018-05-18 12:06:05,cusadmin,995212139581481788,N,348826,,501,,,,N,2021-06-25 04:15:04,701,2018-05-18 12:06:05,MECH,7867,,
1723490710102,5783074,2024-07-13 03:35:06,2026-05-06 07:35:34,,7072628926,131865,11003,150123,150123,,2,2006-10-07,,0,,,N,2024-08-02 14:14:59,migr8,223079293614344761,N,348835,,504,,,,N,,701,2024-08-02 14:14:59,cusadmin,8527,,
1800853853088,9583677,2026-05-06 07:35:34,,,7072628926,131865,11007,150124,150123,,2,2006-10-07,,0,,,N,2026-05-07 14:46:14,batchsys,885480873190382006,N,348835,,504,,2026-06-16 16:49:51,,N,,701,2026-05-07 14:46:14,batchsys,6581,,
9765845510166,1157853,2025-02-19 21:05:54,,,1209048241,131865,11003,150123,150123,,2,2008-09-08,,0,,,N,2026-05-22 10:09:03,batchsys,603274809811653902,N,348834,,502,,,,N,,701,2026-05-22 10:09:03,cusadmin,9733,Nicole Barker,170003
8362445018217,5372420,2012-01-07 15:04:21,,,9803839876,131866,,150123,150124,160002,2,1969-04-10,,2,,,N,2020-06-17 11:24:57,cusadmin,241917935594742972,N,348840,,503,150124,2019-02-08 17:48:03,,N,2019-01-31 13:50:50,701,2020-06-17 11:24:57,cusadmin,3632,James Martin,
2860657160821,5231078,2004-07-05 10:55:58,,,1067563295,131866,11005,150123,150124,160002,1,1956-08-19,2023-07-25,2,,,N,2020-08-24 20:31:39,batchsys,198763309975425853,Y,348829,,501,,,,N,2009-07-17 15:53:47,702,2020-08-24 20:31:39,migr8,8813,,
2933955130596,6975573,2004-06-21 14:31:51,2026-01-12 07:44:44,,1626765729,131865,,,150122,,1,1983-06-28,,0,,,N,2018-05-02 13:32:33,cusadmin,170409874143946766,N,348832,,501,,2018-10-28 20:54:51,,N,,701,2018-05-02 13:32:33,cusadmin,3179,,
2423225137122,6134530,2026-01-12 07:44:44,,,1626765729,131865,,150123,150122,,1,1983-06-28,,0,,,N,2026-03-27 01:47:50,cusadmin,145174044581980638,N,348832,,501,,,,N,,701,2026-03-27 01:47:50,batchsys,1043,,
8320291651483,5960344,2019-11-25 08:49:29,,,6874180613,131865,,150123,150123,160003,2,2002-09-24,,0,,,N,2025-01-07 01:03:26,cusadmin,793009682185404728,N,348820,,501,,2022-06-02 21:03:22,,N,,701,2025-01-07 01:03:26,svc_mdm,9028,Alexa Buck,
2706277733326,8567068,2015-10-31 10:37:25,2023-06-30 18:12:58,,1475263912,131867,,150124,150124,,2,1998-03-26,,0,,,N,2018-11-12 18:49:06,batchsys,524289519056142314,N,348821,,501,,,,N,,702,2018-11-12 18:49:06,migr8,7051,,
6691327843976,2959683,2023-06-30 18:12:58,,,1475263912,131867,11010,150123,150124,160002,2,1998-03-26,,0,,,N,2023-11-11 07:06:13,cusadmin,998181744696628883,N,348821,,501,,2024-08-22 09:19:08,,N,,701,2023-11-11 07:06:13,cusadmin,2524,Robert Torres,170001
7255218323217,8145538,2000-04-26 21:41:42,,,7770960229,131868,,150123,150123,,2,1951-05-05,,3,,,N,2024-07-03 17:42:40,batchsys,291421681047246950,N,348831,,503,,,,N,2009-02-17 11:40:07,701,2024-07-03 17:42:40,cusadmin,3288,Maria Coleman,
1196347817057,5455387,2024-08-21 08:53:26,,,5958178916,131865,,150123,,,2,2008-06-06,,0,,,N,2025-09-23 02:23:59,cusadmin,437517558714779095,N,348827,620,504,,2026-06-29 23:10:33,,N,,701,2025-09-23 02:23:59,MECH,7097,,170001
8568823357318,3284597,2024-12-08 00:22:17,2025-04-16 06:55:50,,3436270853,131865,,150123,150123,,2,2008-08-08,,0,,,N,2025-03-02 19:01:49,batchsys,786268972551222892,N,348823,696,501,,,,N,,701,2025-03-02 19:01:49,cusadmin,7324,Michael Holloway,170003
2550239064900,1785807,2025-04-16 06:55:50,,,3436270853,131865,,150124,150123,,2,2008-08-08,,0,,,N,2025-06-26 21:42:41,cusadmin,307696986512323505,N,348823,,501,,2026-02-25 11:26:26,,N,,701,2025-06-26 21:42:41,MECH,1473,,
5663728225001,3090773,2002-02-01 20:21:55,,,4246828178,131866,,150123,150122,160001,2,1956-11-03,,0,,,N,2010-04-06 07:37:49,cusadmin,200592501614373110,N,348831,,503,,,,N,,702,2010-04-06 07:37:49,cusadmin,7225,,
3149618561663,5823339,2009-07-26 12:11:46,,,5734544741,131865,,150123,150123,,2,1991-09-03,,1,,,N,2023-06-19 17:36:35,svc_mdm,725714017739297128,N,348829,696,502,,,,N,2023-03-22 00:14:50,701,2023-06-19 17:36:35,migr8,1914,Lisa Evans,
5077082240696,6979773,2001-01-04 03:29:55,,,3889770637,131868,11009,,150124,160003,2,1971-11-23,,3,,,N,2017-11-12 14:46:36,batchsys,894058253688171761,N,348840,,501,,,,N,2012-07-03 04:02:43,701,2017-11-12 14:46:36,cusadmin,2704,,
4768953614062,6398073,2017-09-20 04:32:12,,,5156361203,131867,,150123,150122,,1,1988-06-13,,1,,,N,2025-04-08 03:02:24,cusadmin,793357611863867663,N,348827,608,501,150124,,,N,2019-05-21 11:34:29,701,2025-04-08 03:02:24,batchsys,2098,Shannon Green,
8607837472422,2913531,2017-04-09 03:13:57,2026-04-17 13:23:25,,9347543736,131865,,150123,,,1,1952-04-05,,1,,,N,2024-05-12 03:32:16,migr8,534856283715281096,N,348822,,503,,,,N,2023-09-02 04:36:43,701,2024-05-12 03:32:16,cusadmin,3260,Stephanie Evans,170002
7129745946072,1276086,2026-04-17 13:23:25,,,9347543736,131866,,150123,,,1,1952-04-05,,1,,,N,2026-05-04 00:22:06,batchsys,546485843713265990,N,348822,,503,,,,N,2026-06-18 04:10:56,701,2026-05-04 00:22:06,batchsys,9034,,170002
9495038097483,3441562,2006-08-28 15:36:24,,,5191816963,131866,,150123,150122,,2,1989-12-01,,1,,,N,2013-05-13 18:01:48,batchsys,850392147397518612,N,348831,,502,,,,N,2008-04-08 03:42:00,701,2013-05-13 18:01:48,MECH,8997,Rebekah Greene,
8146931460533,7528720,2018-05-12 00:42:09,,,4861235092,131867,,150123,150123,,1,1997-07-27,,1,,,N,2024-04-20 11:28:25,batchsys,774450238589131502,N,348827,,501,,2026-01-02 21:17:58,,N,2019-06-10 16:25:24,701,2024-04-20 11:28:25,batchsys,2226,Melanie Griffith,
1846665721625,3580056,2004-11-16 03:52:53,,,1538419035,131867,,150123,150123,,2,1974-03-20,,0,,,N,2024-07-14 21:01:02,cusadmin,359903984093741780,N,348839,,503,,,,N,,702,2024-07-14 21:01:02,cusadmin,3716,,
2439321044951,5153607,2002-04-30 02:49:25,,,1848574481,131867,,150123,150124,,2,1984-10-13,,0,,,N,2019-09-05 17:09:25,MECH,683004264948927542,N,348822,637,501,,,,N,,701,2019-09-05 17:09:25,cusadmin,3393,James Johnson,170003
3980562294203,2850677,2018-12-09 22:07:06,,,2968338035,131866,11007,150123,150125,160001,1,1960-09-03,,2,,,N,2022-08-27 05:38:40,MECH,474756471089643977,N,348833,,503,,2020-12-10 00:56:03,,N,2019-03-31 04:19:59,701,2022-08-27 05:38:40,batchsys,2439,,
8565272238766,7956270,2004-11-18 23:20:28,,,9539587963,131866,11002,150123,150122,160002,1,1983-12-02,,3,,,N,2018-04-06 18:41:05,batchsys,938442028482308837,N,348822,,502,,,,N,2011-07-10 14:55:01,701,2018-04-06 18:41:05,cusadmin,3881,Courtney Nichols,
4253643229699,2445444,2011-11-24 21:09:28,,,3057810423,131865,,,150125,,2,1979-04-22,,0,,,N,2015-12-01 09:59:34,migr8,757740707266411354,N,348838,,501,,2015-07-18 19:39:17,,N,,701,2015-12-01 09:59:34,cusadmin,7934,Susan Powers,
4448570118461,4248964,2023-12-29 15:38:28,,,4795894564,131865,,150123,150122,,1,2006-07-15,,0,,,N,2026-02-03 23:14:35,batchsys,610216582948264264,N,348835,,502,,2026-01-08 02:44:42,,N,,701,2026-02-03 23:14:35,batchsys,1196,,
2462821520631,8100724,2015-03-22 06:06:38,,,7706834585,131867,,150123,150123,160002,2,1991-09-11,,0,,,N,2021-02-15 23:59:09,migr8,505327864243361498,N,348828,607,502,,,,N,,701,2021-02-15 23:59:09,cusadmin,3056,Catherine Davis,
2689856274607,8425736,2024-03-25 19:21:47,,,7844914204,131865,11005,150123,150123,,2,1982-07-04,,0,,,N,2025-07-13 04:39:07,batchsys,505866195292244316,N,348837,,501,,,,N,,701,2025-07-13 04:39:07,cusadmin,5504,David Stokes,
9544725048676,8338573,2025-02-12 09:33:18,,,1730386003,131866,,150124,150123,,2,2008-08-28,,0,,,N,2026-01-26 15:57:28,cusadmin,527908998978985271,N,348832,,501,,,,N,,701,2026-01-26 15:57:28,cusadmin,5336,,
