IDP_WAREHOUSE_ID,IDP_AUDIT_ID,IDP_EFFECTIVE_DATE,IDP_END_DATE,IDP_DELETE_DATE,PERSON_NAME_ID,PREFIX_NAME_TP_CD,PREFIX_DESC,NAME_USAGE_TP_CD,GIVEN_NAME_ONE,GIVEN_NAME_TWO,GIVEN_NAME_THREE,GIVEN_NAME_FOUR,LAST_NAME,GENERATION_TP_CD,SUFFIX_DESC,START_DT,END_DT,CONT_ID,USE_STANDARD_IND,LAST_UPDATE_DT,LAST_UPDATE_USER,LAST_UPDATE_TX_ID,LAST_USED_DT,LAST_VERIFIED_DT,SOURCE_IDENT_TP_CD,P_LAST_NAME,P_GIVEN_NAME_ONE,P_GIVEN_NAME_TWO,P_GIVEN_NAME_THREE,P_GIVEN_NAME_FOUR,X_CREATEDBY_USER,X_CREATED_DT,X_SRC_SYS_LAST_UPD_USER,X_SRC_SYS_LAST_UPD_DT,X_FKA_NAME,X_LAST_VERIFIED_USER,X_LAST_VERIFIED_TRANSIT,X_SRC_SYS_LAST_UPD_TRANSIT
8210830061063,2911100,1996-10-26 14:42:56,2025-11-30 09:18:29,,525012178,108002,MRS,1,Laura,,,,Cunningham,,,1996-10-26 14:42:56,2025-11-30 09:18:29,7248361920,Y,2010-12-23 20:05:40,cusadmin,641951375297559705,2010-01-08 16:40:28,2001-10-20 14:34:37,3794,CUNNINGHAM,LAURA,,,,MECH,1996-10-26 14:42:56,cusadmin,2010-12-23 20:05:40,,,2797,7637
1118824144439,7927486,2025-11-30 09:18:29,,,930905616,108003,MS,1,Laura,,,,Williams,,,2025-11-30 09:18:29,,7248361920,Y,2026-03-04 05:00:57,batchsys,242725765813175218,2026-03-06 21:38:32,2026-06-11 01:15:02,3796,WILLIAMS,LAURA,,,,cusadmin,1996-10-26 14:42:56,MECH,2026-03-04 05:00:57,Laura Cunningham,,2797,7042
5917475083079,5900899,2023-04-14 17:34:08,,,149202858,108003,MS,1,Crystal,Keith,,,Miller,,,2023-04-14 17:34:08,,9323275863,Y,2026-03-26 14:43:00,MECH,877326006629387726,2024-11-17 17:55:13,,3795,MILLER,CRYSTAL,KEITH,,,MECH,2023-04-14 17:34:08,MECH,2026-03-26 14:43:00,,batchsys,5996,5678
3304998293653,5366228,2013-07-13 21:08:54,,,658114294,108001,MR,1,David,,,,Ramirez,,,2013-07-13 21:08:54,,8464857533,Y,2019-09-16 22:09:44,MECH,492134873285815182,2018-03-22 00:47:44,2023-05-19 14:13:59,3794,RAMIREZ,DAVID,,,,svc_mdm,2013-07-13 21:08:54,cusadmin,2019-09-16 22:09:44,,MECH,3093,8257
9181554072503,9712874,2007-01-03 05:36:02,,,845703285,108003,MS,1,Madison,Michael,,,Wood,,,2007-01-03 05:36:02,,1947502718,N,2007-01-04 09:41:06,migr8,910009101691214184,2021-08-27 19:33:45,2015-08-27 17:14:13,3794,WOOD,MADISON,MICHAEL,,,migr8,2007-01-03 05:36:02,MECH,2007-01-04 09:41:06,,,6349,3183
8790927578200,4627480,2004-05-17 00:46:53,,,520705849,108001,MR,1,Daniel,,,,Zuniga,,,2004-05-17 00:46:53,,1480437393,Y,2009-05-18 16:03:53,migr8,585635008186643089,2006-05-15 23:39:03,2010-09-02 22:27:04,3794,ZUNIGA,DANIEL,,,,cusadmin,2004-05-17 00:46:53,migr8,2009-05-18 16:03:53,,,7125,6453
5986861865369,4726361,1997-04-12 02:18:20,,,322751740,108002,MRS,1,Maria,Chelsea,,,Jackson,,,1997-04-12 02:18:20,,1443287079,Y,2013-12-23 18:07:41,svc_mdm,206023708216175405,2019-06-18 08:19:14,,3796,JACKSON,MARIA,CHELSEA,,,cusadmin,1997-04-12 02:18:20,batchsys,2013-12-23 18:07:41,,,5713,1622
7620176434984,5992633,2020-10-24 08:51:45,,,718012522,,,1,Nicholas,,,,Gray,,,2020-10-24 08:51:45,,5628005831,N,2020-11-16 12:23:42,svc_mdm,800020263066919598,2022-01-09 04:20:05,2024-01-17 05:42:37,3795,GRAY,NICHOLAS,,,,svc_mdm,2020-10-24 08:51:45,migr8,2020-11-16 12:23:42,,MECH,5164,5804
8249180614327,3595208,2011-06-08 16:48:17,,,179274412,,,1,William,,,,Hawkins,,,2011-06-08 16:48:17,,3671888271,Y,2025-06-28 16:24:57,batchsys,691613520101918384,2014-03-14 06:38:08,,3794,HAWKINS,WILLIAM,,,,batchsys,2011-06-08 16:48:17,cusadmin,2025-06-28 16:24:57,,cusadmin,9246,1610
7054864325929,1656828,2019-08-30 09:15:33,2025-02-26 11:28:52,,594763859,108003,MS,1,Melinda,Megan,,,Brown,,,2019-08-30 09:15:33,2025-02-26 11:28:52,8746471614,Y,2025-02-19 13:28:43,migr8,244137222025488530,2021-08-02 13:04:58,2024-12-03 08:45:02,3794,BROWN,MELINDA,MEGAN,,,migr8,2019-08-30 09:15:33,MECH,2025-02-19 13:28:43,,cusadmin,6528,3394
5646426180080,4872441,2025-02-26 11:28:52,,,662115608,108003,MS,1,Melinda,Megan,,,Parsons,,,2025-02-26 11:28:52,,8746471614,Y,2025-07-15 21:57:55,batchsys,312296908482629928,2026-04-03 03:10:26,2025-06-26 21:02:02,3794,PARSONS,MELINDA,MEGAN,,,cusadmin,2019-08-30 09:15:33,batchsys,2025-07-15 21:57:55,Melinda Brown,svc_mdm,6528,7811
5295448542459,3723110,2019-12-14 11:04:08,,,629542647,,,1,Crystal,,,,Stewart,,,2019-12-14 11:04:08,,2541621736,Y,2020-08-20 17:58:11,migr8,654669664469986892,2021-09-29 19:38:20,,3795,STEWART,CRYSTAL,,,,batchsys,2019-12-14 11:04:08,MECH,2020-08-20 17:58:11,,svc_mdm,6151,7866
9763048524455,8642455,2013-08-21 00:45:59,,,472662856,108002,MRS,1,Debra,,,,Hahn,,,2013-08-21 00:45:59,,4767474707,Y,2025-06-25 17:51:04,MECH,440676077772073334,2023-09-28 19:22:39,2023-08-20 18:08:12,3795,HAHN,DEBRA,,,,MECH,2013-08-21 00:45:59,cusadmin,2025-06-25 17:51:04,,,7040,2741
8854501210072,3428639,2023-12-24 15:15:00,,,957743108,108001,MR,1,James,,,,Ellis,,,2023-12-24 15:15:00,,5088861656,Y,2026-01-02 19:59:17,MECH,966796425069460957,2024-05-02 17:53:38,2024-06-20 07:44:15,3794,ELLIS,JAMES,,,,cusadmin,2023-12-24 15:15:00,cusadmin,2026-01-02 19:59:17,,,3657,3214
1203214297721,4811655,2015-04-21 22:54:33,,,732435829,,,1,Deborah,,,,Hurst,,,2015-04-21 22:54:33,,3146975385,Y,2018-08-26 09:15:44,batchsys,905797635345281332,2017-06-14 12:37:53,2026-06-11 09:16:37,3794,HURST,DEBORAH,,,,svc_mdm,2015-04-21 22:54:33,cusadmin,2018-08-26 09:15:44,,cusadmin,1515,1365
3183789729573,3441234,1997-03-07 09:15:12,,,886668402,,,1,Jennifer,Jeffrey,,,Bright,,,1997-03-07 09:15:12,,8660179897,Y,2009-01-28 05:24:56,batchsys,724665709417947385,2012-03-04 03:23:56,1997-05-03 07:50:51,3794,BRIGHT,JENNIFER,JEFFREY,,,batchsys,1997-03-07 09:15:12,cusadmin,2009-01-28 05:24:56,,,7610,1228
8183066603954,2991928,1997-08-20 00:31:14,,,240322807,,,1,Shannon,,,,Le,,,1997-08-20 00:31:14,,8444560820,Y,2005-02-04 20:21:00,cusadmin,624763024014681053,2000-05-24 13:05:54,,3795,LE,SHANNON,,,,MECH,1997-08-20 00:31:14,svc_mdm,2005-02-04 20:21:00,,,4349,7949
6188700889183,7764566,2025-05-30 13:55:44,,,623987674,108001,MR,1,Michael,,,,Adams,,,2025-05-30 13:55:44,,4490575256,Y,2026-05-02 20:19:43,MECH,594822182932551729,2025-08-09 14:26:44,2025-08-12 01:32:36,3796,ADAMS,MICHAEL,,,,batchsys,2025-05-30 13:55:44,batchsys,2026-05-02 20:19:43,,batchsys,1096,2434
7856141963355,8740937,2004-08-03 21:15:02,,,748842826,,,1,Jody,,,,Liu,,,2004-08-03 21:15:02,,6842341451,N,2011-08-21 01:01:13,batchsys,944104862539027632,2010-01-31 07:01:03,2018-12-26 12:09:50,3794,LIU,JODY,,,,cusadmin,2004-08-03 21:15:02,batchsys,2011-08-21 01:01:13,,MECH,7865,5243
2904759498259,3070617,2010-03-12 18:13:00,,,268013719,108003,MS,1,Deborah,,,,White,,,2010-03-12 18:13:00,,4586972560,Y,2012-10-07 01:59:19,batchsys,346240474445706345,2018-06-30 16:59:27,,3794,WHITE,DEBORAH,,,,cusadmin,2010-03-12 18:13:00,cusadmin,2012-10-07 01:59:19,,cusadmin,6676,6571
1945896023556,9057968,2010-08-22 11:13:26,,,915703804,108001,MR,1,Thomas,,,,Evans,,,2010-08-22 11:13:26,,9836253527,Y,2020-10-09 21:10:22,cusadmin,277578600522792024,2020-05-18 03:42:27,2018-05-21 11:22:08,3794,EVANS,THOMAS,,,,svc_mdm,2010-08-22 11:13:26,MECH,2020-10-09 21:10:22,,,5297,6719
5385226795488,4911724,2023-12-24 04:44:38,,,988129744,,,1,Margaret,Chelsea,,,Hernandez,,,2023-12-24 04:44:38,,9861202732,Y,2024-09-29 07:15:18,migr8,250210176268072979,2026-06-21 10:10:25,2024-12-11 20:24:19,3796,HERNANDEZ,MARGARET,CHELSEA,,,cusadmin,2023-12-24 04:44:38,batchsys,2024-09-29 07:15:18,,,7603,3698
6323311569156,8684170,2023-03-08 02:27:42,,,704390950,,,1,Joseph,,,,Nguyen,,,2023-03-08 02:27:42,,7654883216,Y,2024-03-22 07:29:08,cusadmin,666396549912653866,2024-10-31 11:34:11,,3795,NGUYEN,JOSEPH,,,,cusadmin,2023-03-08 02:27:42,cusadmin,2024-03-22 07:29:08,,,1440,6715
3310924579719,5614324,2005-03-20 12:55:02,,,242772211,108001,MR,1,Ronald,Kyle,,,Brown,,,2005-03-20 12:55:02,,3667258513,Y,2009-10-15 23:46:24,svc_mdm,219150422133451159,2025-03-17 22:09:01,2025-10-30 22:03:28,3794,BROWN,RONALD,KYLE,,,MECH,2005-03-20 12:55:02,cusadmin,2009-10-15 23:46:24,,,2231,3257
2331743201385,9224778,2006-05-12 22:00:57,,,828591422,,,2,Karen,,,,Brown,,,2006-05-12 22:00:57,,3667258513,Y,2013-08-19 10:42:51,cusadmin,733332382133606965,2012-07-17 05:58:03,2017-02-23 01:25:06,3794,BROWN,KAREN,,,,cusadmin,2005-03-20 12:55:02,MECH,2013-08-19 10:42:51,,cusadmin,2231,8888
3252899750355,7827755,2025-03-18 19:14:28,,,322647866,,,1,Sherry,Stacey,,,Miller,,,2025-03-18 19:14:28,,2817811339,Y,2025-11-10 07:05:07,MECH,282084888696781068,2025-07-22 03:37:05,2025-11-13 13:21:28,3795,MILLER,SHERRY,STACEY,,,MECH,2025-03-18 19:14:28,batchsys,2025-11-10 07:05:07,,MECH,5079,9890
1896092780835,4989213,2024-09-30 04:40:37,,,267237201,,,1,John,,,,Hodges,,,2024-09-30 04:40:37,,9181583329,Y,2025-03-11 00:52:46,MECH,231937925472045485,2026-05-24 21:23:06,,3796,HODGES,JOHN,,,,svc_mdm,2024-09-30 04:40:37,batchsys,2025-03-11 00:52:46,,,7680,6371
4996323195184,7577858,2005-06-16 01:47:49,,,878636532,108002,MRS,1,Krista,Joseph,,,Brennan,,,2005-06-16 01:47:49,,3214599503,Y,2011-01-19 05:06:05,cusadmin,351680054801674559,2005-06-22 05:41:22,2018-03-26 09:26:19,3795,BRENNAN,KRISTA,JOSEPH,,,cusadmin,2005-06-16 01:47:49,svc_mdm,2011-01-19 05:06:05,,MECH,5095,9358
4558227457091,1067855,2013-05-17 08:00:29,,,909642437,108001,MR,1,Jay,,,,Ryan,,,2013-05-17 08:00:29,,2008633338,Y,2014-03-08 02:14:39,svc_mdm,279767763579462628,2017-02-01 00:30:22,2016-08-11 06:16:46,3794,RYAN,JAY,,,,cusadmin,2013-05-17 08:00:29,cusadmin,2014-03-08 02:14:39,,,1011,9173
7287732933570,2662950,2020-09-28 21:25:22,,,447981871,108001,MR,1,Nicholas,,,,Collins,,,2020-09-28 21:25:22,,3976621678,Y,2025-05-08 18:20:07,MECH,129972389214573246,2025-02-13 20:52:08,,3794,COLLINS,NICHOLAS,,,,svc_mdm,2020-09-28 21:25:22,MECH,2025-05-08 18:20:07,,,1437,1473
9774063202589,4706445,2023-01-10 20:04:24,,,358251884,108001,MR,1,Zachary,,,,Kim,,,2023-01-10 20:04:24,,3174750178,Y,2023-09-04 14:32:24,batchsys,691128322802676758,2026-01-09 05:33:19,,3794,KIM,ZACHARY,,,,batchsys,2023-01-10 20:04:24,migr8,2023-09-04 14:32:24,,MECH,6311,9394
2124143791709,4452993,2018-09-26 10:32:35,,,677722821,,,1,Kelly,David,,,Walker,,,2018-09-26 10:32:35,,8318434112,N,2021-08-02 05:43:55,migr8,867865556571524256,2025-05-21 20:33:25,2021-09-07 11:32:06,3794,WALKER,KELLY,DAVID,,,MECH,2018-09-26 10:32:35,batchsys,2021-08-02 05:43:55,,,8192,5034
2149178853072,7095986,2006-03-11 13:36:00,,,189216604,108001,MR,1,George,,,,Hall,,,2006-03-11 13:36:00,,3854378540,Y,2021-07-04 03:43:12,batchsys,586032966469460148,2014-12-05 03:10:37,2007-02-22 14:58:22,3795,HALL,GEORGE,,,,MECH,2006-03-11 13:36:00,cusadmin,2021-07-04 03:43:12,,MECH,6343,8143
3704578024781,8107572,2024-12-04 19:59:36,,,907446443,,,1,Andrea,,,,Caldwell,,,2024-12-04 19:59:36,,1846647667,N,2025-08-14 19:52:13,batchsys,496800128609007512,2026-01-02 16:07:25,,3794,CALDWELL,ANDREA,,,,batchsys,2024-12-04 19:59:36,batchsys,2025-08-14 19:52:13,,cusadmin,4554,7766
3096261616315,4283048,2022-05-07 21:37:14,,,466463430,,,1,Cindy,,,,Walls,,,2022-05-07 21:37:14,,4411474255,Y,2023-03-23 02:21:12,cusadmin,735290922306867837,2026-04-29 22:03:14,,3794,WALLS,CINDY,,,,batchsys,2022-05-07 21:37:14,MECH,2023-03-23 02:21:12,,,7674,5461
8416446030736,7885303,2023-12-28 02:14:46,,,610940556,108003,MS,1,Laura,Thomas,,,Mueller,,,2023-12-28 02:14:46,,9813021703,Y,2025-03-27 23:49:03,batchsys,994347186056681477,2026-01-07 13:16:35,,3795,MUELLER,LAURA,THOMAS,,,cusadmin,2023-12-28 02:14:46,batchsys,2025-03-27 23:49:03,,,7473,5783
9338038072493,1681912,2001-12-11 05:37:46,,,786299701,108003,MS,1,Jessica,,Nathan,,Owens,,,2001-12-11 05:37:46,,5333422062,Y,2003-06-30 04:32:37,svc_mdm,775565823329905606,2005-08-31 13:34:07,,3795,OWENS,JESSICA,,NATHAN,,cusadmin,2001-12-11 05:37:46,svc_mdm,2003-06-30 04:32:37,,,6872,2603
4608137558805,6635591,2022-03-12 16:44:42,,,969340482,,,1,Nicholas,,Todd,,Joyce,,,2022-03-12 16:44:42,,1872800998,Y,2022-11-10 09:03:00,svc_mdm,682366961781271445,2025-09-10 22:36:07,,3795,JOYCE,NICHOLAS,,TODD,,batchsys,2022-03-12 16:44:42,migr8,2022-11-10 09:03:00,,cusadmin,6550,7212
2586136828900,4685187,2023-02-20 15:38:33,,,197451790,108001,MR,2,Matthew,,,,Joyce,,,2023-02-20 15:38:33,,1872800998,Y,2023-06-30 22:08:01,batchsys,377554482065800520,2024-04-16 09:40:48,,3794,JOYCE,MATTHEW,,,,MECH,2022-03-12 16:44:42,cusadmin,2023-06-30 22:08:01,,,6550,3374
6226429867787,2929776,2014-11-27 04:13:11,,,256211748,108001,MR,1,Brett,,,,Morgan,,,2014-11-27 04:13:11,,2861321747,Y,2024-01-06 23:26:34,svc_mdm,432583167201580004,2026-05-14 10:45:31,2024-02-27 22:23:55,3795,MORGAN,BRETT,,,,cusadmin,2014-11-27 04:13:11,cusadmin,2024-01-06 23:26:34,,cusadmin,2085,3843
8959937445717,3184791,2018-06-24 00:38:55,,,519616708,108001,MR,1,Scott,John,,,Lee,,,2018-06-24 00:38:55,,5777653548,Y,2021-06-17 03:57:11,cusadmin,712033486395117489,2025-12-16 10:44:20,,3796,LEE,SCOTT,JOHN,,,cusadmin,2018-06-24 00:38:55,MECH,2021-06-17 03:57:11,,svc_mdm,3202,3514
9906195936425,5337037,2015-02-26 21:53:01,,,101930309,,,1,Joan,Robert,,,Ramirez,,,2015-02-26 21:53:01,,9578849724,Y,2020-01-22 09:22:15,MECH,972102597645993754,2020-03-26 07:59:18,2023-12-31 16:03:32,3794,RAMIREZ,JOAN,ROBERT,,,migr8,2015-02-26 21:53:01,cusadmin,2020-01-22 09:22:15,,,5989,2521
1000344138178,2629541,2005-06-16 13:12:39,2012-11-17 15:00:29,,512704457,108001,MR,1,David,,,,Lopez,,,2005-06-16 13:12:39,2012-11-17 15:00:29,7674531694,N,2017-05-27 11:13:31,MECH,346429374155762185,2023-08-13 07:07:05,2010-12-31 11:13:01,3794,LOPEZ,DAVID,,,,svc_mdm,2005-06-16 13:12:39,MECH,2017-05-27 11:13:31,,MECH,2375,2854
5286226004026,8700828,2012-11-17 15:00:29,,,721562507,108001,MR,1,David,,,,Ramos,,,2012-11-17 15:00:29,,7674531694,Y,2013-02-03 07:28:51,batchsys,531269161548701451,2013-09-29 06:19:52,,3794,RAMOS,DAVID,,,,MECH,2005-06-16 13:12:39,batchsys,2013-02-03 07:28:51,David Lopez,,2375,4922
3323553459277,6132427,2014-04-26 09:11:10,,,283406985,,,1,Scott,,,,Williams,,,2014-04-26 09:11:10,,1020778953,Y,2017-02-19 15:04:59,cusadmin,836380829088630393,2015-03-07 10:02:00,2023-03-30 10:37:40,3794,WILLIAMS,SCOTT,,,,cusadmin,2014-04-26 09:11:10,migr8,2017-02-19 15:04:59,,,3527,6756
2128465003474,3617576,2010-06-18 18:35:43,,,118561059,108001,MR,1,Zachary,,Alicia,,Novak,,,2010-06-18 18:35:43,,6397258210,Y,2018-01-03 21:48:11,svc_mdm,376847000778549376,2021-11-03 04:50:57,,3795,NOVAK,ZACHARY,,ALICIA,,cusadmin,2010-06-18 18:35:43,batchsys,2018-01-03 21:48:11,,batchsys,9549,6500
4097046338376,7507967,2009-03-23 20:29:11,,,336214302,108003,MS,1,Tammy,,,,Martin,,,2009-03-23 20:29:11,,4297019397,Y,2017-05-05 07:40:28,cusadmin,624226030287924219,2013-04-28 16:07:16,2010-11-26 05:39:15,3794,MARTIN,TAMMY,,,,MECH,2009-03-23 20:29:11,cusadmin,2017-05-05 07:40:28,,,4627,8001
8349098293733,4236465,2024-07-13 03:35:06,,,560321603,108002,MRS,1,Amy,,,,Galloway,,,2024-07-13 03:35:06,,7072628926,Y,2025-07-13 20:09:00,MECH,218840621542928006,2025-05-29 23:26:03,,3794,GALLOWAY,AMY,,,,MECH,2024-07-13 03:35:06,cusadmin,2025-07-13 20:09:00,,,2822,6357
6836176756631,8892053,2025-02-19 21:05:54,,,657914424,,,1,Deborah,Kristen,,,Gibson,,,2025-02-19 21:05:54,,1209048241,Y,2026-06-15 21:00:09,cusadmin,925116987466232559,2025-09-25 18:19:30,,3795,GIBSON,DEBORAH,KRISTEN,,,batchsys,2025-02-19 21:05:54,MECH,2026-06-15 21:00:09,,,8875,4173
3261265371241,5911065,2012-01-07 15:04:21,,,633812551,,,1,Jenny,,,,Cowan,,,2012-01-07 15:04:21,,9803839876,Y,2021-12-08 20:03:23,cusadmin,660492640349774675,2025-09-21 00:44:33,2016-05-15 11:44:52,3795,COWAN,JENNY,,,,MECH,2012-01-07 15:04:21,batchsys,2021-12-08 20:03:23,,,7881,1054
7332467829495,8562229,2004-07-05 10:55:58,,,963896727,,,1,Justin,Jennifer,,,Moore,,,2004-07-05 10:55:58,,1067563295,Y,2012-09-19 12:13:42,cusadmin,235145152849816431,2008-12-15 11:56:36,2019-08-07 07:43:20,3794,MOORE,JUSTIN,JENNIFER,,,batchsys,2004-07-05 10:55:58,MECH,2012-09-19 12:13:42,,migr8,8176,2523
3617343872335,2309750,2004-06-21 14:31:51,,,809547610,108001,MR,1,Edward,Tanya,,,Riley,,,2004-06-21 14:31:51,,1626765729,Y,2022-06-08 22:35:15,batchsys,627406523699155805,2004-10-12 09:33:07,2009-10-29 22:25:45,3795,RILEY,EDWARD,TANYA,,,cusadmin,2004-06-21 14:31:51,cusadmin,2022-06-08 22:35:15,,MECH,8115,2041
4058008326145,3229044,2019-11-25 08:49:29,,,456816609,108002,MRS,1,Kimberly,,,,Brown,,,2019-11-25 08:49:29,,6874180613,Y,2023-01-15 01:40:05,cusadmin,707475883143901004,2020-08-04 22:41:37,,3794,BROWN,KIMBERLY,,,,cusadmin,2019-11-25 08:49:29,batchsys,2023-01-15 01:40:05,,batchsys,9993,3369
6203208990020,2128566,2009-07-26 05:28:42,,,498871877,108003,MS,1,Lauren,,,,Farrell,,,2009-07-26 05:28:42,,8489080677,Y,2014-02-17 23:01:02,cusadmin,592535482754102256,2013-09-04 04:00:45,2021-07-24 12:39:50,3794,FARRELL,LAUREN,,,,migr8,2009-07-26 05:28:42,MECH,2014-02-17 23:01:02,,cusadmin,4749,8803
8823513373534,7369790,2015-10-31 10:37:25,,,136540014,,,1,Brooke,Susan,,,Miller,,,2015-10-31 10:37:25,,1475263912,Y,2018-03-03 11:19:17,cusadmin,213881660031558061,2017-04-30 01:57:51,2019-07-19 21:01:30,3796,MILLER,BROOKE,SUSAN,,,batchsys,2015-10-31 10:37:25,MECH,2018-03-03 11:19:17,,cusadmin,4926,1554
4679805822305,2727441,2017-08-21 17:02:00,,,572518381,,,2,Larry,,,,Miller,,,2017-08-21 17:02:00,,1475263912,Y,2019-11-01 20:57:47,batchsys,693846998031161682,2024-09-16 00:28:29,2025-07-25 18:44:10,3794,MILLER,LARRY,,,,MECH,2015-10-31 10:37:25,batchsys,2019-11-01 20:57:47,,,4926,9539
8786928930527,7583408,1998-07-12 19:03:53,,,464355592,108001,MR,1,David,,Lisa,,Zamora,,,1998-07-12 19:03:53,,2234901320,Y,2026-03-14 13:24:32,batchsys,298787499031962380,2023-05-20 06:57:31,,3794,ZAMORA,DAVID,,LISA,,batchsys,1998-07-12 19:03:53,cusadmin,2026-03-14 13:24:32,,MECH,5038,7481
