IDP_WAREHOUSE_ID,IDP_AUDIT_ID,IDP_EFFECTIVE_DATE,IDP_END_DATE,IDP_DELETE_DATE,CONT_ID,ACCE_COMP_TP_CD,PREF_LANG_TP_CD,CREATED_DT,INACTIVATED_DT,CONTACT_NAME,PERSON_ORG_CODE,SOLICIT_IND,CONFIDENTIAL_IND,CLIENT_IMP_TP_CD,CLIENT_ST_TP_CD,CLIENT_POTEN_TP_CD,RPTING_FREQ_TP_CD,LAST_STATEMENT_DT,PROVIDED_BY_CONT,ALERT_IND,LAST_UPDATE_DT,LAST_UPDATE_USER,LAST_UPDATE_TX_ID,DO_NOT_DELETE_IND,LAST_USED_DT,LAST_VERIFIED_DT,SOURCE_IDENT_TP_CD,SINCE_DT,LEFT_DT,ACCESS_TOKEN_VALUE,PENDING_CDC_IND,X_OFFICIAL_LANGUAGE_TP_CD,X_LARGE_CASH_TXN_RPT_IND,X_CTRY_RES_TP_CD,X_PROV_RES_TP_CD,X_CREATED_DT,X_SRC_SYS_LAST_UPD_USER,X_CREATEDBY_USER,X_SRC_SYS_LAST_UPD_DT,X_PRIM_REL,X_BSN_GRP_TP_CD,X_OFAC_SCREEN_IND,X_OFAC_SCREEN_DT,X_BEN_OWNERSHIP_IND,X_LCTR_EXEMPT_UPDATE_DT,X_LAST_VERIFIED_TRANSIT,X_CRSP_LANG_TP_CD,X_ICPM_AC_IND
7953080862629,3534285,2023-04-14 17:34:08,2024-02-18 01:57:55,,9323275863,100301,703793,2023-04-14 17:34:08,,CRYSTAL MILLER,P,N,,,100001,100202,,2025-08-29 04:04:07,,N,2025-04-26 22:58:50,batchsys,398441230649213560,,2024-11-29 11:35:12,2023-11-25 06:38:40,3794,2023-04-14 17:34:08,,963,N,100000,N,1002,2008,2023-04-14 17:34:08,cusadmin,cusadmin,2025-04-26 22:58:50,Y,,Y,2023-06-27 11:39:59,,,5996,,N
7807773632413,9420995,2024-02-18 01:57:55,2024-10-26 15:46:32,,9323275863,100301,703793,2023-04-14 17:34:08,,CRYSTAL MILLER,P,N,Y,,100001,100202,,2024-07-17 10:29:09,,Y,2024-08-15 20:00:10,MECH,726401481153154973,,2024-11-08 03:22:31,2025-01-22 13:42:30,3794,2023-04-14 17:34:08,,,N,100000,N,1002,2008,2023-04-14 17:34:08,cusadmin,batchsys,2024-08-15 20:00:10,N,302,Y,2026-04-27 10:49:28,,,5996,,N
9366094086698,2638170,2024-10-26 15:46:32,2025-10-12 08:34:51,,9323275863,100301,703793,2023-04-14 17:34:08,,CRYSTAL MILLER,P,N,,100602,100001,100201,,2026-04-19 20:36:20,,N,2024-11-09 22:33:24,batchsys,283712931613175421,,2025-07-31 17:06:19,,3794,2023-04-14 17:34:08,,654,N,100000,N,1002,2008,2023-04-14 17:34:08,cusadmin,cusadmin,2024-11-09 22:33:24,N,,Y,2025-02-25 11:41:27,N,,5996,703793,N
4399585307979,6442438,2025-10-12 08:34:51,,,9323275863,100301,703793,2023-04-14 17:34:08,2025-11-11 19:05:12,CRYSTAL MILLER,P,N,,,100002,100203,,,,N,2025-12-15 22:18:52,cusadmin,306686233642363032,,2026-03-23 22:54:47,2025-11-18 01:55:01,3794,2023-04-14 17:34:08,2025-11-11 19:05:12,,N,100000,N,1010,2008,2023-04-14 17:34:08,MECH,cusadmin,2025-12-15 22:18:52,N,302,N,,,,5996,703793,N
9536191842462,5046491,2013-07-13 21:08:54,2019-07-28 18:49:49,,8464857533,100301,703793,2013-07-13 21:08:54,,DAVID RAMIREZ,P,N,Y,,100001,100202,,2020-10-26 06:45:34,,N,2013-11-24 21:51:06,cusadmin,636188224323751865,,2017-05-19 19:11:18,2016-09-25 22:27:03,3794,2013-07-13 21:08:54,,,N,100000,N,1010,2001,2013-07-13 21:08:54,cusadmin,batchsys,2013-11-24 21:51:06,Y,,Y,2021-10-26 09:22:35,N,,3093,,N
8412605994100,5912323,2019-07-28 18:49:49,,,8464857533,100301,703793,2013-07-13 21:08:54,,DAVID RAMIREZ,P,Y,,,100001,100201,100401,2025-06-24 08:11:03,,N,2023-07-12 05:48:30,cusadmin,566891237321585741,,2026-05-20 08:24:36,,3794,2013-07-13 21:08:54,,918,N,100000,N,1002,2001,2013-07-13 21:08:54,migr8,cusadmin,2023-07-12 05:48:30,N,,Y,2022-10-04 14:18:57,Y,,3093,703793,N
1720557974087,6849851,2007-01-03 05:36:02,,,1947502718,100303,703793,2007-01-03 05:36:02,,MADISON WOOD,P,N,Y,,100001,100202,100401,2022-12-08 16:38:24,,N,2019-01-31 05:46:08,cusadmin,840742102699743702,,2026-05-07 20:31:05,2008-06-26 04:05:59,3794,2007-01-03 05:36:02,,697,Y,100000,N,1002,2004,2007-01-03 05:36:02,cusadmin,svc_mdm,2019-01-31 05:46:08,N,,Y,2013-08-21 00:45:07,,,6349,703793,N
3015335822054,9593900,2004-05-17 00:46:53,,,1480437393,100301,703793,2004-05-17 00:46:53,,DANIEL ZUNIGA,P,N,,,100001,100202,,2015-11-16 02:04:06,,N,2013-11-13 23:46:54,batchsys,243268292216330899,,2025-07-13 06:13:18,,3796,2004-05-17 00:46:53,,,Y,100000,N,1002,2001,2004-05-17 00:46:53,batchsys,batchsys,2013-11-13 23:46:54,Y,,Y,2007-08-03 14:25:32,,,7125,,N
2005366417976,3701304,1997-04-12 02:18:20,,,1443287079,100301,703794,1997-04-12 02:18:20,,MARIA JACKSON,P,Y,,,100001,100202,100401,2015-06-10 04:54:06,,N,2024-06-30 23:51:10,MECH,771139472655184704,,2021-05-17 04:38:20,2026-06-17 16:52:36,3794,1997-04-12 02:18:20,,387,N,100001,N,1002,2002,1997-04-12 02:18:20,batchsys,MECH,2024-06-30 23:51:10,Y,,Y,2009-07-08 16:53:18,,,5713,,Y
6815461923763,2191455,2020-10-24 08:51:45,,,5628005831,100301,703793,2020-10-24 08:51:45,,NICHOLAS GRAY,P,N,,100602,100001,100202,100401,2025-09-12 01:56:16,,N,2022-11-29 04:16:25,batchsys,902151747966702296,,2022-10-23 12:35:54,2021-12-16 13:54:09,3795,2020-10-24 08:51:45,,997,N,100000,N,1002,2001,2020-10-24 08:51:45,svc_mdm,cusadmin,2022-11-29 04:16:25,Y,,Y,2023-08-07 22:56:30,,,5164,,N
6970419891242,4404978,2011-06-08 16:48:17,,,3671888271,100301,703794,2011-06-08 16:48:17,,WILLIAM HAWKINS,P,N,,,100001,100202,100402,2026-04-17 18:05:28,,N,2022-12-07 05:40:58,batchsys,238450316730625056,,2018-09-07 15:48:27,2022-02-23 18:33:07,3794,2011-06-08 16:48:17,,492,Y,100001,Y,1002,2002,2011-06-08 16:48:17,cusadmin,migr8,2022-12-07 05:40:58,N,,Y,2014-11-03 18:06:00,,,9246,703794,N
7899865164586,5294267,2019-08-30 09:15:33,,,8746471614,100301,703793,2019-08-30 09:15:33,2021-08-01 22:10:36,MELINDA PARSONS,P,N,,,100002,100202,,,,N,2022-09-29 01:43:07,cusadmin,213339703885347176,,2021-05-26 14:29:49,2025-10-14 22:14:50,3794,2019-08-30 09:15:33,2021-08-01 22:10:36,813,N,100000,N,1044,2001,2019-08-30 09:15:33,cusadmin,cusadmin,2022-09-29 01:43:07,Y,303,N,,,,6528,,N
5525166667521,5196809,2019-12-14 11:04:08,2023-08-11 10:41:57,,2541621736,100301,703793,2019-12-14 11:04:08,,CRYSTAL STEWART,P,N,Y,,100001,100202,100401,2024-09-01 18:12:24,,N,2026-04-19 20:19:51,svc_mdm,657838490121403168,,2021-08-10 13:10:36,2025-06-16 02:43:23,3794,2019-12-14 11:04:08,,,N,100000,N,1002,2001,2019-12-14 11:04:08,cusadmin,batchsys,2026-04-19 20:19:51,Y,303,Y,2023-02-13 14:09:05,,,6151,,N
1553280799096,7087729,2023-08-11 10:41:57,2025-04-10 11:48:56,,2541621736,100301,703793,2019-12-14 11:04:08,,CRYSTAL STEWART,P,N,,,100001,100201,,2024-01-22 05:55:17,,N,2025-07-10 20:36:51,migr8,245832974513956959,,2024-06-14 12:19:39,2024-01-31 17:16:56,3796,2019-12-14 11:04:08,,133,Y,100000,N,1002,2001,2019-12-14 11:04:08,cusadmin,migr8,2025-07-10 20:36:51,N,,Y,2025-10-20 00:43:32,,,6151,703793,N
5785226720908,8072893,2025-04-10 11:48:56,,,2541621736,100301,703793,2019-12-14 11:04:08,,CRYSTAL STEWART,P,Y,,,100001,100201,,2026-02-06 18:52:32,,N,2026-06-16 09:06:58,migr8,177521360325898327,,2026-05-17 05:11:54,2025-05-04 15:47:56,3795,2019-12-14 11:04:08,,,Y,100000,N,1002,2001,2019-12-14 11:04:08,cusadmin,cusadmin,2026-06-16 09:06:58,N,301,Y,2026-02-27 11:17:56,,,6151,,Y
3965211917272,9898882,2005-04-01 08:14:07,2023-12-22 17:18:22,,7567171378,100302,703794,2005-04-01 08:14:07,,SHERRI RIOS,P,Y,,,100001,100201,100402,2018-07-15 20:08:29,,N,2011-06-18 16:01:20,cusadmin,561289953434158466,,2011-03-07 08:03:28,,3794,2005-04-01 08:14:07,,215,Y,100001,N,1002,2002,2005-04-01 08:14:07,MECH,batchsys,2011-06-18 16:01:20,N,,Y,2010-10-26 14:39:43,,,9424,703794,N
2423750611356,3934588,2023-12-22 17:18:22,,,7567171378,100301,703794,2005-04-01 08:14:07,,SHERRI RIOS,P,Y,,,100001,100203,100402,2025-01-09 06:48:21,,N,2025-05-04 08:22:51,cusadmin,120720251415106106,,2025-03-22 19:14:45,2025-08-30 04:37:12,3794,2005-04-01 08:14:07,,,N,100001,N,1010,2002,2005-04-01 08:14:07,cusadmin,MECH,2025-05-04 08:22:51,N,,Y,2024-03-12 07:29:31,,,9424,,N
9593155246962,1605975,1999-04-03 03:53:07,2017-05-17 13:16:55,,1813966542,100301,703793,1999-04-03 03:53:07,,DEREK HOFFMAN,P,Y,,,100001,100203,100401,2023-05-24 19:29:12,,N,2019-05-25 04:08:34,batchsys,544377607576121606,,2015-11-13 11:52:29,2008-12-12 07:50:29,3794,1999-04-03 03:53:07,,,N,100000,N,1002,2003,1999-04-03 03:53:07,MECH,cusadmin,2019-05-25 04:08:34,Y,303,N,,,,1260,,N
4336765395307,9061252,2017-05-17 13:16:55,,,1813966542,100301,703793,1999-04-03 03:53:07,,DEREK HOFFMAN,P,N,,,100001,100202,,2021-07-29 14:24:52,,N,2020-10-28 07:04:11,cusadmin,190740771508471661,,2018-10-10 20:48:54,2022-03-18 12:04:47,3795,1999-04-03 03:53:07,,247,N,100000,N,1002,2003,1999-04-03 03:53:07,cusadmin,MECH,2020-10-28 07:04:11,N,,Y,2021-11-22 17:31:46,,,1260,,N
6243071670939,9499599,2015-04-21 22:54:33,2024-05-19 02:15:01,,3146975385,100303,703793,2015-04-21 22:54:33,,DEBORAH HURST,P,Y,,,100001,100201,100402,2022-11-11 06:55:27,,N,2023-06-04 15:31:15,batchsys,652068795396756990,,2018-02-17 22:02:39,2021-03-09 16:34:29,3796,2015-04-21 22:54:33,,,N,100000,N,1002,2003,2015-04-21 22:54:33,svc_mdm,svc_mdm,2023-06-04 15:31:15,Y,,Y,2025-04-30 00:34:56,,,1515,703793,N
6503654591328,1822305,2024-05-19 02:15:01,2024-09-14 03:35:06,,3146975385,100301,703793,2015-04-21 22:54:33,,DEBORAH HURST,P,Y,,,100001,100202,100401,2025-12-14 01:59:58,,N,2025-10-22 06:04:00,batchsys,565024816791619955,,2025-07-24 16:51:46,2025-04-16 15:50:56,3795,2015-04-21 22:54:33,,408,N,100000,N,1002,2003,2015-04-21 22:54:33,batchsys,batchsys,2025-10-22 06:04:00,N,303,Y,2025-02-22 03:34:23,Y,,1515,703793,N
9272599221746,7668216,2024-09-14 03:35:06,2026-01-12 12:46:51,,3146975385,100302,703793,2015-04-21 22:54:33,,DEBORAH HURST,P,Y,,,100001,100202,,2025-12-07 06:27:12,,N,2026-05-15 01:50:26,svc_mdm,861335543667561882,Y,2025-09-10 07:06:31,2025-12-24 00:56:33,3795,2015-04-21 22:54:33,,,N,100000,N,1002,2003,2015-04-21 22:54:33,MECH,migr8,2026-05-15 01:50:26,N,,Y,2025-11-17 12:59:39,,,1515,,N
2441655613242,4425856,2026-01-12 12:46:51,,,3146975385,100302,703793,2015-04-21 22:54:33,,DEBORAH HURST,P,Y,,100601,100001,100202,100402,2026-02-22 19:25:14,,N,2026-05-29 16:50:38,cusadmin,329268264305708617,Y,2026-05-29 22:23:38,,3794,2015-04-21 22:54:33,,814,N,100000,N,1002,2003,2015-04-21 22:54:33,batchsys,cusadmin,2026-05-29 16:50:38,N,,Y,2026-01-22 14:08:40,,,1515,703793,N
7177859622359,1113692,1997-03-07 09:15:12,2003-06-26 10:25:52,,8660179897,100301,703793,1997-03-07 09:15:12,,JENNIFER BRIGHT,P,Y,,,100001,100202,100401,1999-05-21 21:22:31,,N,2015-04-18 13:51:31,cusadmin,579667801905278455,,2026-05-27 02:17:10,2024-07-29 19:59:23,3794,1997-03-07 09:15:12,,421,N,100000,N,1002,2004,1997-03-07 09:15:12,cusadmin,batchsys,2015-04-18 13:51:31,N,,Y,2005-01-09 15:53:30,,,7610,,N
7209440118829,3593508,2003-06-26 10:25:52,,,8660179897,100302,703793,1997-03-07 09:15:12,,JENNIFER BRIGHT,P,Y,,,100001,100203,100402,2007-01-04 20:09:09,,N,2006-09-07 17:41:10,cusadmin,201931824765960799,,2011-04-24 04:45:53,2015-09-08 18:24:02,3795,1997-03-07 09:15:12,,,N,100000,N,1002,2004,1997-03-07 09:15:12,migr8,batchsys,2006-09-07 17:41:10,N,,N,,,,7610,703793,N
2559478511599,5228583,1997-08-08 13:13:59,2022-01-15 05:46:22,,1825489052,100302,703793,1997-08-08 13:13:59,,KATRINA WILLIAMS,P,N,,,100001,100202,100401,2008-12-21 11:21:26,,Y,2001-09-17 23:20:02,cusadmin,526329574116738213,,2019-08-01 19:41:38,,3794,1997-08-08 13:13:59,,,Y,100000,N,1002,2003,1997-08-08 13:13:59,migr8,svc_mdm,2001-09-17 23:20:02,N,301,Y,2018-06-28 11:50:04,,,9819,,N
